t_sec,x_m,y_m
0.000000,0.040863,0.069258
0.020000,0.040863,0.069258
0.040000,0.040863,0.069258
0.060000,0.040863,0.069258
0.080000,0.040863,0.069258
0.100000,0.040863,0.069258
0.120000,0.040863,0.069258
0.140000,0.040863,0.069258
0.160000,0.040863,0.069258
0.180000,0.040863,0.069258
0.200000,0.040863,0.069258
0.220000,0.040863,0.069258
0.240000,0.040863,0.069258
0.260000,0.040863,0.069258
0.280000,0.040863,0.069258
0.300000,0.040863,0.069258
0.320000,0.040863,0.069258
0.340000,0.040863,0.069258
0.360000,0.040863,0.069258
0.380000,0.040863,0.069258
0.400000,0.040863,0.069258
0.420000,0.040863,0.069258
0.440000,0.040863,0.069258
0.460000,0.040863,0.069258
0.480000,0.040863,0.069258
0.500000,0.040863,0.069258
0.520000,0.040863,0.069258
0.540000,0.040863,0.069258
0.560000,0.040863,0.069258
0.580000,0.040863,0.069258
0.600000,0.040863,0.069258
0.620000,0.040863,0.069258
0.640000,0.040863,0.069258
0.660000,0.040863,0.069258
0.680000,0.040863,0.069258
0.700000,0.040863,0.069258
0.720000,0.040863,0.069258
0.740000,0.040863,0.069258
0.760000,0.040863,0.069258
0.780000,0.040863,0.069258
0.800000,0.040863,0.069258
0.820000,0.040863,0.069258
0.840000,0.040863,0.069258
0.860000,0.040863,0.069258
0.880000,0.040863,0.069258
0.900000,0.040863,0.069258
0.920000,0.040863,0.069258
0.940000,0.040863,0.069258
0.960000,0.040863,0.069258
0.980000,0.040863,0.069258
1.000000,0.040863,0.069258
1.020000,0.040863,0.069258
1.040000,0.040863,0.069258
1.060000,0.040863,0.069258
1.080000,0.040863,0.069258
1.100000,0.040863,0.069258
1.120000,0.040863,0.069258
1.140000,0.040863,0.069258
1.160000,0.040863,0.069258
1.180000,0.040863,0.069258
1.200000,0.040863,0.069258
1.220000,0.040863,0.069258
1.240000,0.040863,0.069258
1.260000,0.040863,0.069258
1.280000,0.040863,0.069258
1.300000,0.040863,0.069258
1.320000,0.040863,0.069258
1.340000,0.040863,0.069258
1.360000,0.040863,0.069258
1.380000,0.040863,0.069258
1.400000,0.040863,0.069258
1.420000,0.040863,0.069258
1.440000,0.040863,0.069258
1.460000,0.040863,0.069258
1.480000,0.040863,0.069258
1.500000,0.040863,0.069258
1.520000,0.040863,0.069258
1.540000,0.040863,0.069258
1.560000,0.040863,0.069258
1.580000,0.040863,0.069258
1.600000,0.040863,0.069258
1.620000,0.040863,0.069258
1.640000,0.040863,0.069258
1.660000,0.040863,0.069258
1.680000,0.040863,0.069258
1.700000,0.040863,0.069258
1.720000,0.040863,0.069258
1.740000,0.040863,0.069258
1.760000,0.040863,0.069258
1.780000,0.040863,0.069258
1.800000,0.040863,0.069258
1.820000,0.040863,0.069258
1.840000,0.040863,0.069258
1.860000,0.040863,0.069258
1.880000,0.040863,0.069258
1.900000,0.040863,0.069258
1.920000,0.040863,0.069258
1.940000,0.040863,0.069258
1.960000,0.040863,0.069258
1.980000,0.040863,0.069258
2.000000,0.040863,0.069258
2.020000,0.040863,0.069258
2.040000,0.040863,0.069258
