t_sec,x_m,y_m
1.540000,0.061144,0.064162
1.560000,0.061144,0.064162
1.580000,0.061144,0.064162
1.600000,0.061144,0.064162
1.620000,0.061144,0.064162
1.640000,0.061144,0.064162
1.660000,0.061144,0.064162
1.680000,0.061144,0.064162
1.700000,0.061144,0.064162
1.720000,0.061144,0.064162
1.740000,0.061144,0.064162
1.760000,0.061144,0.064162
1.780000,0.061144,0.064162
1.800000,0.061144,0.064162
1.820000,0.061144,0.064162
1.840000,0.061144,0.064162
1.860000,0.061144,0.064162
1.880000,0.061144,0.064162
1.900000,0.061144,0.064162
1.920000,0.061144,0.064162
1.940000,0.061144,0.064162
1.960000,0.061144,0.064162
1.980000,0.061144,0.064162
2.000000,0.061144,0.064162
2.020000,0.061144,0.064162
2.040000,0.061144,0.064162
2.060000,0.061144,0.064162
2.080000,0.061144,0.064162
2.100000,0.061144,0.064162
2.120000,0.061144,0.064162
2.140000,0.061144,0.064162
2.160000,0.061144,0.064162
2.180000,0.061144,0.064162
2.200000,0.061144,0.064162
2.220000,0.061144,0.064162
2.240000,0.061144,0.064162
2.260000,0.061144,0.064162
2.280000,0.061144,0.064162
2.300000,0.061144,0.064162
2.320000,0.061144,0.064162
2.340000,0.061144,0.064162
2.360000,0.061144,0.064162
2.380000,0.061144,0.064162
2.400000,0.061144,0.064162
2.420000,0.061144,0.064162
2.440000,0.061144,0.064162
2.460000,0.061144,0.064162
2.480000,0.061144,0.064162
2.500000,0.061144,0.064162
2.520000,0.061144,0.064162
2.540000,0.061144,0.064162
2.560000,0.061144,0.064162
2.580000,0.061144,0.064162
2.600000,0.061144,0.064162
2.620000,0.061144,0.064162
2.640000,0.061144,0.064162
2.660000,0.061144,0.064162
2.680000,0.061144,0.064162
2.700000,0.061144,0.064162
2.720000,0.061144,0.064162
2.740000,0.061144,0.064162
2.760000,0.061144,0.064162
2.780000,0.061144,0.064162
2.800000,0.061144,0.064162
2.820000,0.061144,0.064162
2.840000,0.061144,0.064162
2.860000,0.061144,0.064162
2.880000,0.061144,0.064162
2.900000,0.061144,0.064162
2.920000,0.061144,0.064162
2.940000,0.061144,0.064162
2.960000,0.061144,0.064162
2.980000,0.061144,0.064162
3.000000,0.061144,0.064162
3.020000,0.061144,0.064162
3.040000,0.061144,0.064162
3.060000,0.061144,0.064162
3.080000,0.061144,0.064162
3.100000,0.061144,0.064162
3.120000,0.061144,0.064162
3.140000,0.061144,0.064162
3.160000,0.061144,0.064162
3.180000,0.061144,0.064162
3.200000,0.061144,0.064162
3.220000,0.061144,0.064162
3.240000,0.061144,0.064162
3.260000,0.061144,0.064162
3.280000,0.061144,0.064162
3.300000,0.061144,0.064162
3.320000,0.061144,0.064162
3.340000,0.061144,0.064162
3.360000,0.061144,0.064162
3.380000,0.061144,0.064162
3.400000,0.061144,0.064162
3.420000,0.061144,0.064162
3.440000,0.061144,0.064162
3.460000,0.061144,0.064162
3.480000,0.061144,0.064162
3.500000,0.061144,0.064162
3.520000,0.061144,0.064162
3.540000,0.061144,0.064162
3.560000,0.061144,0.064162
3.580000,0.061144,0.064162
3.600000,0.061144,0.064162
3.620000,0.061144,0.064162
3.640000,0.061144,0.064162
3.660000,0.061144,0.064162
3.680000,0.061144,0.064162
3.700000,0.061144,0.064162
3.720000,0.061144,0.064162
3.740000,0.061144,0.064162
3.760000,0.061144,0.064162
3.780000,0.061144,0.064162
3.800000,0.061144,0.064162
3.820000,0.061144,0.064162
3.840000,0.061144,0.064162
3.860000,0.061144,0.064162
3.880000,0.061144,0.064162
3.900000,0.061144,0.064162
3.920000,0.061144,0.064162
3.940000,0.061144,0.064162
3.960000,0.061144,0.064162
3.980000,0.061144,0.064162
4.000000,0.061144,0.064162
4.020000,0.061144,0.064162
4.040000,0.061144,0.064162
4.060000,0.061144,0.064162
4.080000,0.061144,0.064162
4.100000,0.061144,0.064162
4.120000,0.061144,0.064162
4.140000,0.061144,0.064162
4.160000,0.061144,0.064162
4.180000,0.061144,0.064162
4.200000,0.061144,0.064162
4.220000,0.061144,0.064162
4.240000,0.061144,0.064162
4.260000,0.061144,0.064162
4.280000,0.061144,0.064162
4.300000,0.061144,0.064162
4.320000,0.061144,0.064162
4.340000,0.061144,0.064162
4.360000,0.061144,0.064162
4.380000,0.061144,0.064162
4.400000,0.061144,0.064162
4.420000,0.061144,0.064162
4.440000,0.061144,0.064162
4.460000,0.061144,0.064162
4.480000,0.061144,0.064162
4.500000,0.061144,0.064162
4.520000,0.061144,0.064162
4.540000,0.061144,0.064162
4.560000,0.061144,0.064162
4.580000,0.061144,0.064162
4.600000,0.061144,0.064162
4.620000,0.061144,0.064162
4.640000,0.061144,0.064162
4.660000,0.061144,0.064162
4.680000,0.061144,0.064162
4.700000,0.061144,0.064162
4.720000,0.061144,0.064162
4.740000,0.061144,0.064162
4.760000,0.061144,0.064162
4.780000,0.061144,0.064162
4.800000,0.061144,0.064162
4.820000,0.061144,0.064162
4.840000,0.061144,0.064162
4.860000,0.061144,0.064162
4.880000,0.061144,0.064162
4.900000,0.061144,0.064162
4.920000,0.061144,0.064162
4.940000,0.061144,0.064162
4.960000,0.061144,0.064162
4.980000,0.061144,0.064162
5.000000,0.061144,0.064162
5.020000,0.061144,0.064162
5.040000,0.061144,0.064162
5.060000,0.061144,0.064162
5.080000,0.061144,0.064162
5.100000,0.061144,0.064162
5.120000,0.061144,0.064162
5.140000,0.061144,0.064162
5.160000,0.061144,0.064162
5.180000,0.061144,0.064162
5.200000,0.061144,0.064162
5.220000,0.061144,0.064162
5.240000,0.061144,0.064162
5.260000,0.061144,0.064162
5.280000,0.061144,0.064162
5.300000,0.061144,0.064162
5.320000,0.061144,0.064162
5.340000,0.061144,0.064162
5.360000,0.061144,0.064162
5.380000,0.061144,0.064162
5.400000,0.061144,0.064162
5.420000,0.061144,0.064162
5.440000,0.061144,0.064162
5.460000,0.061144,0.064162
5.480000,0.061144,0.064162
5.500000,0.061144,0.064162
5.520000,0.061144,0.064162
5.540000,0.061144,0.064162
5.560000,0.061144,0.064162
5.580000,0.061144,0.064162
5.600000,0.061144,0.064162
5.620000,0.061144,0.064162
5.640000,0.061144,0.064162
5.660000,0.061144,0.064162
5.680000,0.061144,0.064162
5.700000,0.061144,0.064162
5.720000,0.061144,0.064162
5.740000,0.061144,0.064162
5.760000,0.061144,0.064162
5.780000,0.061144,0.064162
5.800000,0.061144,0.064162
5.820000,0.061144,0.064162
5.840000,0.061144,0.064162
5.860000,0.061144,0.064162
5.880000,0.061144,0.064162
5.900000,0.061144,0.064162
5.920000,0.061144,0.064162
5.940000,0.061144,0.064162
5.960000,0.061144,0.064162
5.980000,0.061144,0.064162
6.000000,0.061144,0.064162
6.020000,0.061144,0.064162
6.040000,0.061144,0.064162
6.060000,0.061144,0.064162
6.080000,0.061144,0.064162
6.100000,0.061144,0.064162
6.120000,0.061144,0.064162
6.140000,0.061144,0.064162
6.160000,0.061229,0.064179
6.180000,0.061691,0.064266
6.200000,0.062542,0.064423
6.220000,0.063793,0.064647
6.240000,0.065438,0.064930
6.260000,0.067481,0.065267
6.280000,0.069920,0.065654
6.300000,0.072758,0.066085
6.320000,0.075994,0.066554
6.340000,0.079629,0.067056
6.360000,0.083665,0.067586
6.380000,0.088100,0.068139
6.400000,0.092799,0.068693
6.420000,0.097507,0.069216
6.440000,0.102061,0.069692
6.460000,0.106461,0.070126
6.480000,0.110863,0.070536
6.500000,0.115267,0.070920
6.520000,0.119673,0.071280
6.540000,0.123893,0.071600
6.560000,0.127988,0.071888
6.580000,0.132085,0.072153
6.600000,0.136183,0.072394
6.620000,0.140282,0.072613
6.640000,0.144178,0.072799
6.660000,0.147964,0.072963
6.680000,0.151750,0.073109
6.700000,0.155538,0.073237
6.720000,0.159326,0.073348
6.740000,0.162877,0.073436
6.760000,0.166350,0.073506
6.780000,0.169823,0.073559
6.800000,0.173297,0.073597
6.820000,0.176771,0.073618
6.840000,0.180244,0.073624
6.860000,0.183718,0.073613
6.880000,0.187191,0.073587
6.900000,0.190665,0.073544
6.920000,0.194138,0.073486
6.940000,0.197327,0.073417
6.960000,0.200484,0.073335
6.980000,0.203640,0.073238
7.000000,0.206796,0.073126
7.020000,0.209951,0.073000
7.040000,0.212964,0.072866
7.060000,0.215803,0.072729
7.080000,0.218641,0.072582
7.100000,0.221479,0.072425
7.120000,0.224316,0.072257
7.140000,0.226979,0.072091
7.160000,0.229500,0.071927
7.180000,0.232021,0.071756
7.200000,0.234541,0.071579
7.220000,0.237061,0.071395
7.240000,0.239580,0.071205
7.260000,0.242098,0.071005
7.280000,0.244616,0.070797
7.300000,0.247133,0.070579
7.320000,0.249649,0.070353
7.340000,0.252164,0.070118
7.360000,0.254679,0.069876
7.380000,0.257193,0.069628
7.400000,0.259707,0.069373
7.420000,0.262219,0.069112
7.440000,0.264512,0.068869
7.460000,0.266709,0.068629
7.480000,0.268906,0.068384
7.500000,0.271102,0.068133
7.520000,0.273298,0.067876
7.540000,0.275242,0.067645
7.560000,0.277123,0.067418
7.580000,0.279004,0.067188
7.600000,0.280884,0.066955
7.620000,0.282764,0.066719
7.640000,0.283052,0.066683
7.660000,0.283052,0.066683
7.680000,0.283052,0.066683
7.700000,0.283052,0.066683
7.720000,0.283095,0.066678
7.740000,0.283482,0.066628
7.760000,0.284265,0.066527
7.780000,0.285445,0.066372
7.800000,0.287022,0.066163
7.820000,0.288994,0.065898
7.840000,0.291362,0.065577
7.860000,0.294126,0.065197
7.880000,0.297286,0.064759
7.900000,0.300841,0.064259
7.920000,0.304791,0.063698
7.940000,0.309137,0.063074
7.960000,0.313877,0.062386
7.980000,0.319012,0.061633
8.000000,0.324528,0.060815
8.020000,0.330227,0.059962
8.040000,0.336155,0.059072
8.060000,0.342088,0.058177
8.080000,0.348020,0.057279
8.100000,0.353952,0.056379
8.120000,0.359650,0.055511
8.140000,0.365268,0.054652
8.160000,0.370887,0.053790
8.180000,0.376505,0.052925
8.200000,0.382123,0.052057
8.220000,0.387858,0.051168
8.240000,0.393787,0.050246
8.260000,0.399715,0.049321
8.280000,0.405643,0.048393
8.300000,0.411570,0.047462
8.320000,0.417232,0.046570
8.340000,0.422847,0.045682
8.360000,0.428461,0.044791
8.380000,0.434074,0.043897
8.400000,0.439687,0.043001
8.420000,0.445302,0.042105
8.440000,0.450917,0.041223
8.460000,0.456535,0.040355
8.480000,0.462155,0.039501
8.500000,0.467842,0.038653
8.520000,0.473769,0.037784
8.540000,0.479708,0.036928
8.560000,0.485649,0.036088
8.580000,0.491592,0.035264
8.600000,0.497271,0.034490
8.620000,0.502905,0.033738
8.640000,0.508541,0.033000
8.660000,0.514179,0.032276
8.680000,0.519819,0.031567
8.700000,0.525515,0.030866
8.720000,0.531458,0.030150
8.740000,0.537417,0.029447
8.760000,0.543378,0.028759
8.780000,0.549340,0.028087
8.800000,0.555052,0.027456
8.820000,0.560703,0.026841
8.840000,0.566355,0.026234
8.860000,0.572008,0.025636
8.880000,0.577810,0.025028
8.900000,0.583777,0.024398
8.920000,0.589744,0.023766
8.940000,0.595710,0.023131
8.960000,0.601676,0.022493
8.980000,0.607500,0.021867
9.000000,0.613152,0.021257
9.020000,0.618803,0.020643
9.040000,0.624453,0.020027
9.060000,0.630104,0.019408
9.080000,0.635440,0.018820
9.100000,0.640462,0.018265
9.120000,0.645484,0.017707
9.140000,0.650505,0.017146
9.160000,0.655526,0.016583
9.180000,0.660359,0.016039
9.200000,0.665066,0.015506
9.220000,0.669772,0.014971
9.240000,0.674478,0.014433
9.260000,0.679184,0.013893
9.280000,0.683677,0.013377
9.300000,0.688070,0.012879
9.320000,0.692464,0.012388
9.340000,0.696858,0.011903
9.360000,0.701253,0.011426
9.380000,0.705649,0.010952
9.400000,0.710044,0.010477
9.420000,0.714439,0.010000
9.440000,0.718834,0.009520
9.460000,0.723229,0.009038
9.480000,0.727466,0.008571
9.500000,0.731547,0.008119
9.520000,0.735627,0.007665
9.540000,0.739707,0.007209
9.560000,0.743786,0.006751
9.580000,0.747693,0.006311
9.600000,0.751458,0.005884
9.620000,0.755224,0.005456
9.640000,0.758989,0.005025
9.660000,0.762753,0.004593
9.680000,0.766330,0.004180
9.700000,0.769780,0.003780
9.720000,0.773231,0.003378
9.740000,0.776681,0.002975
9.760000,0.780131,0.002570
9.780000,0.781842,0.002368
9.800000,0.782809,0.002254
9.820000,0.783051,0.002225
9.840000,0.783051,0.002225
9.860000,0.783051,0.002225
9.880000,0.783051,0.002225
9.900000,0.783051,0.002225
9.920000,0.783051,0.002225
9.940000,0.783051,0.002225
9.960000,0.783051,0.002225
9.980000,0.783051,0.002225
10.000000,0.783051,0.002225
10.020000,0.783051,0.002225
10.040000,0.783051,0.002225
10.060000,0.783051,0.002225
10.080000,0.783051,0.002225
10.100000,0.783051,0.002225
10.120000,0.783051,0.002225
10.140000,0.783051,0.002225
10.160000,0.783051,0.002225
10.180000,0.783051,0.002225
10.200000,0.783051,0.002225
10.220000,0.783051,0.002225
10.240000,0.783051,0.002225
10.260000,0.783051,0.002225
10.280000,0.783051,0.002225
10.300000,0.783051,0.002225
10.320000,0.783051,0.002225
10.340000,0.783051,0.002225
10.360000,0.783051,0.002225
10.380000,0.783051,0.002225
10.400000,0.783051,0.002225
10.420000,0.783051,0.002225
10.440000,0.783051,0.002225
10.460000,0.783051,0.002225
10.480000,0.783051,0.002225
10.500000,0.783051,0.002225
10.520000,0.783051,0.002225
10.540000,0.783051,0.002225
10.560000,0.783051,0.002225
10.580000,0.783051,0.002225
10.600000,0.783051,0.002225
10.620000,0.783051,0.002225
10.640000,0.783051,0.002225
10.660000,0.783051,0.002225
10.680000,0.783051,0.002225
10.700000,0.783051,0.002225
10.720000,0.783051,0.002225
10.740000,0.783051,0.002225
10.760000,0.783094,0.002220
10.780000,0.783482,0.002174
10.800000,0.784266,0.002079
10.820000,0.785447,0.001934
10.840000,0.787025,0.001739
10.860000,0.789000,0.001491
10.880000,0.791370,0.001189
10.900000,0.794138,0.000833
10.920000,0.797301,0.000421
10.940000,0.800860,-0.000049
10.960000,0.804815,-0.000576
10.980000,0.809166,-0.001164
11.000000,0.813911,-0.001812
11.020000,0.819053,-0.002522
11.040000,0.824575,-0.003293
11.060000,0.830322,-0.004102
11.080000,0.836264,-0.004935
11.100000,0.842206,-0.005766
11.120000,0.848149,-0.006593
11.140000,0.854092,-0.007417
11.160000,0.859754,-0.008201
11.180000,0.865385,-0.008980
11.200000,0.871015,-0.009759
11.220000,0.876646,-0.010538
11.240000,0.882442,-0.011341
11.260000,0.888385,-0.012168
11.280000,0.894327,-0.012997
11.300000,0.900269,-0.013830
11.320000,0.906210,-0.014666
11.340000,0.912011,-0.015485
11.360000,0.917639,-0.016282
11.380000,0.923266,-0.017083
11.400000,0.928893,-0.017886
11.420000,0.934520,-0.018693
11.440000,0.940223,-0.019510
11.460000,0.946159,-0.020347
11.480000,0.952102,-0.021169
11.500000,0.958047,-0.021977
11.520000,0.963995,-0.022769
11.540000,0.969694,-0.023513
11.560000,0.975332,-0.024234
11.580000,0.980972,-0.024942
11.600000,0.986614,-0.025634
11.620000,0.992258,-0.026312
11.640000,0.997903,-0.026976
11.660000,1.003550,-0.027625
11.680000,1.009199,-0.028260
11.700000,1.014849,-0.028880
11.720000,1.020501,-0.029485
11.740000,1.026259,-0.030088
11.760000,1.032227,-0.030696
11.780000,1.038197,-0.031290
11.800000,1.044170,-0.031868
11.820000,1.049970,-0.032413
11.840000,1.055631,-0.032926
11.860000,1.061294,-0.033418
11.880000,1.066959,-0.033890
11.900000,1.072625,-0.034342
11.920000,1.078442,-0.034788
11.940000,1.084425,-0.035238
11.960000,1.090409,-0.035679
11.980000,1.096393,-0.036111
12.000000,1.102379,-0.036533
12.020000,1.108191,-0.036935
12.040000,1.113862,-0.037317
12.060000,1.119534,-0.037691
12.080000,1.125207,-0.038057
12.100000,1.130880,-0.038413
12.120000,1.136333,-0.038747
12.140000,1.141692,-0.039068
12.160000,1.147051,-0.039380
12.180000,1.152411,-0.039683
12.200000,1.157771,-0.039979
12.220000,1.162864,-0.040252
12.240000,1.167909,-0.040515
12.260000,1.172956,-0.040769
12.280000,1.178002,-0.041016
12.300000,1.182860,-0.041247
12.320000,1.187592,-0.041464
12.340000,1.192324,-0.041674
12.360000,1.197057,-0.041876
12.380000,1.201789,-0.042071
12.400000,1.206317,-0.042251
12.420000,1.210735,-0.042420
12.440000,1.215153,-0.042582
12.460000,1.219572,-0.042737
12.480000,1.223990,-0.042885
12.500000,1.228141,-0.043019
12.520000,1.232244,-0.043150
12.540000,1.236347,-0.043279
12.560000,1.240450,-0.043405
12.580000,1.244554,-0.043530
12.600000,1.248373,-0.043644
12.620000,1.252161,-0.043754
12.640000,1.255949,-0.043863
12.660000,1.259737,-0.043970
12.680000,1.263525,-0.044076
12.700000,1.267139,-0.044174
12.720000,1.270612,-0.044267
12.740000,1.274084,-0.044358
12.760000,1.277557,-0.044447
12.780000,1.281029,-0.044535
12.800000,1.284344,-0.044616
12.820000,1.287501,-0.044693
12.840000,1.290658,-0.044767
12.860000,1.293815,-0.044840
12.880000,1.296972,-0.044912
12.900000,1.298630,-0.044948
12.920000,1.299287,-0.044963
12.940000,1.299518,-0.044968
12.960000,1.299518,-0.044968
12.980000,1.299518,-0.044968
13.000000,1.299518,-0.044968
13.020000,1.299518,-0.044968
13.040000,1.299518,-0.044968
13.060000,1.299518,-0.044968
13.080000,1.299518,-0.044968
13.100000,1.299518,-0.044968
13.120000,1.299518,-0.044968
13.140000,1.299518,-0.044968
13.160000,1.299518,-0.044968
13.180000,1.299518,-0.044968
13.200000,1.299518,-0.044968
13.220000,1.299518,-0.044968
13.240000,1.299518,-0.044968
13.260000,1.299518,-0.044968
13.280000,1.299518,-0.044968
13.300000,1.299518,-0.044968
13.320000,1.299518,-0.044968
13.340000,1.299518,-0.044968
13.360000,1.299518,-0.044968
13.380000,1.299518,-0.044968
13.400000,1.299518,-0.044968
13.420000,1.299518,-0.044968
13.440000,1.299518,-0.044968
13.460000,1.299518,-0.044968
13.480000,1.299518,-0.044968
13.500000,1.299518,-0.044968
13.520000,1.299518,-0.044968
13.540000,1.299518,-0.044968
13.560000,1.299518,-0.044968
13.580000,1.299518,-0.044968
13.600000,1.299518,-0.044968
13.620000,1.299518,-0.044968
13.640000,1.299518,-0.044968
13.660000,1.299518,-0.044968
13.680000,1.299518,-0.044968
13.700000,1.299518,-0.044968
13.720000,1.299518,-0.044968
13.740000,1.299621,-0.044970
13.760000,1.300111,-0.044979
13.780000,1.300999,-0.044992
13.800000,1.302289,-0.045002
13.820000,1.303979,-0.045005
13.840000,1.306067,-0.044993
13.860000,1.308557,-0.044956
13.880000,1.311444,-0.044881
13.900000,1.314731,-0.044754
13.920000,1.318351,-0.044565
13.940000,1.322366,-0.044290
13.960000,1.326722,-0.043922
13.980000,1.331122,-0.043475
14.000000,1.335511,-0.042944
14.020000,1.339765,-0.042347
14.040000,1.343819,-0.041702
14.060000,1.347861,-0.040984
14.080000,1.351890,-0.040194
14.100000,1.355903,-0.039332
14.120000,1.359953,-0.038384
14.140000,1.364329,-0.037268
14.160000,1.368894,-0.036007
14.180000,1.373433,-0.034655
14.200000,1.377945,-0.033212
14.220000,1.382489,-0.031658
14.240000,1.387228,-0.029931
14.260000,1.391939,-0.028106
14.280000,1.396613,-0.026187
14.300000,1.401248,-0.024175
14.320000,1.405670,-0.022152
14.340000,1.409939,-0.020098
14.360000,1.414167,-0.017964
14.380000,1.418355,-0.015750
14.400000,1.422500,-0.013457
14.420000,1.426691,-0.011033
14.440000,1.431165,-0.008331
14.460000,1.435925,-0.005331
14.480000,1.440908,-0.002057
14.500000,1.445860,0.001332
14.520000,1.450539,0.004669
14.540000,1.455100,0.008061
14.560000,1.459593,0.011543
14.580000,1.464014,0.015115
14.600000,1.468364,0.018775
14.620000,1.472515,0.022409
14.640000,1.476489,0.026018
14.660000,1.480397,0.029698
14.680000,1.484239,0.033448
14.700000,1.488013,0.037266
14.720000,1.491578,0.041001
14.740000,1.495003,0.044715
14.760000,1.498364,0.048487
14.780000,1.501662,0.052316
14.800000,1.504894,0.056199
14.820000,1.508061,0.060136
14.840000,1.511164,0.064123
14.860000,1.514204,0.068159
14.880000,1.517180,0.072242
14.900000,1.520090,0.076373
14.920000,1.522935,0.080548
14.940000,1.525718,0.084765
14.960000,1.528438,0.089023
14.980000,1.531095,0.093321
15.000000,1.533688,0.097657
15.020000,1.536220,0.102029
15.040000,1.538692,0.106436
15.060000,1.541102,0.110877
15.080000,1.543451,0.115350
15.100000,1.545546,0.119475
15.120000,1.547356,0.123160
15.140000,1.549120,0.126867
15.160000,1.550835,0.130597
15.180000,1.552502,0.134348
15.200000,1.554156,0.138205
15.220000,1.555901,0.142433
15.240000,1.557647,0.146836
15.260000,1.559332,0.151263
15.280000,1.560866,0.155460
15.300000,1.562329,0.159631
15.320000,1.563739,0.163821
15.340000,1.565096,0.168029
15.360000,1.566398,0.172254
15.380000,1.567598,0.176328
15.400000,1.568710,0.180280
15.420000,1.569776,0.184245
15.440000,1.570795,0.188221
15.460000,1.571767,0.192210
15.480000,1.572557,0.195617
15.500000,1.573239,0.198700
15.520000,1.573891,0.201790
15.540000,1.574513,0.204886
15.560000,1.575105,0.207988
15.580000,1.575689,0.211213
15.600000,1.576277,0.214637
15.620000,1.576836,0.218065
15.640000,1.577365,0.221498
15.660000,1.577864,0.224936
15.680000,1.578334,0.228378
15.700000,1.578778,0.231823
15.720000,1.579195,0.235271
15.740000,1.579586,0.238723
15.760000,1.579950,0.242177
15.780000,1.580196,0.244669
15.800000,1.580286,0.245639
15.820000,1.580340,0.246245
15.840000,1.580340,0.246245
15.860000,1.580340,0.246245
15.880000,1.580340,0.246245
15.900000,1.580340,0.246245
15.920000,1.580340,0.246245
15.940000,1.580340,0.246245
15.960000,1.580340,0.246245
15.980000,1.580340,0.246245
16.000000,1.580340,0.246245
16.020000,1.580340,0.246245
16.040000,1.580340,0.246245
16.060000,1.580340,0.246245
16.080000,1.580340,0.246245
16.100000,1.580340,0.246245
16.120000,1.580340,0.246245
16.140000,1.580340,0.246245
16.160000,1.580340,0.246245
16.180000,1.580340,0.246245
16.200000,1.580340,0.246245
16.220000,1.580340,0.246245
16.240000,1.580340,0.246245
16.260000,1.580340,0.246245
16.280000,1.580340,0.246245
16.300000,1.580340,0.246245
16.320000,1.580340,0.246245
16.340000,1.580340,0.246245
16.360000,1.580340,0.246245
16.380000,1.580340,0.246245
16.400000,1.580340,0.246245
16.420000,1.580340,0.246245
16.440000,1.580340,0.246245
16.460000,1.580340,0.246245
16.480000,1.580340,0.246245
16.500000,1.580340,0.246245
16.520000,1.580340,0.246245
16.540000,1.580340,0.246245
16.560000,1.580340,0.246245
16.580000,1.580340,0.246245
16.600000,1.580340,0.246245
16.620000,1.580340,0.246245
16.640000,1.580340,0.246245
16.660000,1.580340,0.246245
16.680000,1.580340,0.246245
16.700000,1.580340,0.246245
16.720000,1.580340,0.246245
16.740000,1.580340,0.246245
16.760000,1.580344,0.246298
16.780000,1.580377,0.246707
16.800000,1.580439,0.247513
16.820000,1.580524,0.248720
16.840000,1.580628,0.250326
16.860000,1.580744,0.252333
16.880000,1.580870,0.254740
16.900000,1.581001,0.257547
16.920000,1.581133,0.260754
16.940000,1.581261,0.264362
16.960000,1.581382,0.268368
16.980000,1.581498,0.272777
17.000000,1.581608,0.277586
17.020000,1.581708,0.282795
17.040000,1.581795,0.288404
17.060000,1.581866,0.294358
17.080000,1.581909,0.300358
17.100000,1.581925,0.306358
17.120000,1.581914,0.312358
17.140000,1.581874,0.318358
17.160000,1.581805,0.324358
17.180000,1.581703,0.330357
17.200000,1.581566,0.336355
17.220000,1.581396,0.342353
17.240000,1.581192,0.348349
17.260000,1.580960,0.354344
17.280000,1.580711,0.360338
17.300000,1.580447,0.366333
17.320000,1.580168,0.372326
17.340000,1.579874,0.378319
17.360000,1.579566,0.384311
17.380000,1.579249,0.390303
17.400000,1.578924,0.396294
17.420000,1.578588,0.402284
17.440000,1.578252,0.408133
17.460000,1.577917,0.413807
17.480000,1.577574,0.419481
17.500000,1.577221,0.425154
17.520000,1.576860,0.430827
17.540000,1.576489,0.436550
17.560000,1.576108,0.442524
17.580000,1.575735,0.448512
17.600000,1.575371,0.454501
17.620000,1.575017,0.460491
17.640000,1.574683,0.466292
17.660000,1.574372,0.471967
17.680000,1.574074,0.477644
17.700000,1.573792,0.483321
17.720000,1.573523,0.488999
17.740000,1.573264,0.494782
17.760000,1.573004,0.500776
17.780000,1.572753,0.506770
17.800000,1.572512,0.512766
17.820000,1.572280,0.518761
17.840000,1.572057,0.524757
17.860000,1.571844,0.530753
17.880000,1.571639,0.536750
17.900000,1.571444,0.542746
17.920000,1.571258,0.548744
17.940000,1.571090,0.554457
17.960000,1.570931,0.560139
17.980000,1.570781,0.565821
18.000000,1.570640,0.571504
18.020000,1.570507,0.577186
18.040000,1.570388,0.582680
18.060000,1.570279,0.588047
18.080000,1.570179,0.593414
18.100000,1.570087,0.598782
18.120000,1.570003,0.604150
18.140000,1.569930,0.609297
18.160000,1.569867,0.614349
18.180000,1.569812,0.619401
18.200000,1.569764,0.624454
18.220000,1.569724,0.629506
18.240000,1.569693,0.634338
18.260000,1.569670,0.639074
18.280000,1.569654,0.643811
18.300000,1.569646,0.648548
18.320000,1.569645,0.653095
18.340000,1.569651,0.657517
18.360000,1.569663,0.661938
